Date,Shift,Batch ID,Plating Type,Component Type,Machine ID,Bath Temperature (°C),pH Level,Plating Time (min),Thickness (μm),Adhesion Strength (MPa),Phosphorus Content (%),Surface Roughness (Ra μm),Visual Inspection,Corrosion Test,Operator ID,Pass/Fail
2025-04-03,Shift 1,ELP8738,Electroless Copper,Heat Sink,Tank B,66.0,4.78,70.1,21.29,12.4,,1.06,Blister,Fail,TECH779,Fail
2025-04-03,Shift 1,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
2025-04-03,Shift 2,ELP8922,Electroless Copper,PCB Panel,Tank C,74.7,5.39,87.5,15.4,18.9,,0.97,Blister,Fail,TECH267,Pass
2025-04-03,Shift 2,ELP9766,Electroless Copper,Heat Sink,Tank A,72.4,5.08,81.4,20.17,20.0,,0.32,Pitting,Fail,TECH118,Pass
2025-04-03,Shift 2,ELP3233,Electroless Copper,Connector Pins,Tank B,62.6,5.07,79.9,13.61,20.1,,0.24,Pass,Fail,TECH874,Pass
2025-04-04,Shift 1,ELP1587,Electroless Copper,Gear Housing,Tank B,72.8,4.85,34.7,15.03,12.6,,0.54,Pass,Fail,TECH485,Fail
2025-04-04,Shift 1,ELP9623,Electroless Copper,Heat Sink,Tank C,61.1,4.78,49.9,15.54,18.0,,0.21,Pitting,Pass,TECH356,Pass
2025-04-04,Shift 1,ELP8338,Electroless Copper,PCB Panel,Tank B,72.4,5.24,86.8,24.8,14.1,,1.17,Blister,Pass,TECH312,Fail
2025-04-04,Shift 2,ELP9766,Electroless Copper,Heat Sink,Tank A,72.4,5.08,81.4,20.17,20.0,,0.32,Pitting,Fail,TECH118,Pass
2025-04-04,Shift 2,ELP7282,Electroless Copper,PCB Panel,Tank B,63.6,4.59,35.8,12.27,20.5,,0.32,Pitting,Fail,TECH908,Pass
2025-04-04,Shift 2,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-04-05,Shift 1,ELP9097,Electroless Copper,Connector Pins,Tank C,63.8,5.5,65.5,12.89,15.0,,0.39,Pass,Fail,TECH505,Pass
2025-04-05,Shift 1,ELP9906,Electroless Nickel,Heat Sink,Tank C,87.9,5.44,58.3,13.69,11.9,10.0,0.81,Dull Finish,Fail,TECH771,Fail
2025-04-05,Shift 1,ELP1068,Electroless Nickel,Gear Housing,Tank B,88.3,4.75,35.2,13.2,23.9,9.57,0.94,Pitting,Fail,TECH202,Pass
2025-04-05,Shift 2,ELP3878,Electroless Nickel,PCB Panel,Tank B,90.4,5.15,54.6,19.55,19.1,10.84,0.6,Pitting,Fail,TECH123,Pass
2025-04-05,Shift 2,ELP5250,Electroless Copper,Connector Pins,Tank A,72.6,5.23,83.9,13.69,16.6,,0.64,Pass,Fail,TECH134,Pass
2025-04-05,Shift 2,ELP5492,Electroless Copper,Valve Body,Tank A,63.5,4.63,58.3,17.75,13.2,,0.92,Pitting,Fail,TECH837,Fail
2025-04-06,Shift 1,ELP5163,Electroless Copper,Connector Pins,Tank B,73.0,4.69,79.2,13.95,16.4,,0.65,Pitting,Pass,TECH179,Pass
2025-04-06,Shift 1,ELP2163,Electroless Copper,PCB Panel,Tank B,63.7,4.51,84.1,12.26,18.9,,0.32,Blister,Fail,TECH597,Pass
2025-04-06,Shift 1,ELP2163,Electroless Copper,PCB Panel,Tank B,63.7,4.51,84.1,12.26,18.9,,0.32,Blister,Fail,TECH597,Pass
2025-04-06,Shift 2,ELP7378,Electroless Nickel,Heat Sink,Tank A,90.3,5.3,62.0,17.9,18.8,7.14,0.37,Blister,Pass,TECH270,Pass
2025-04-06,Shift 2,ELP2144,Electroless Nickel,Heat Sink,Tank C,90.9,4.83,69.7,18.51,24.6,10.93,0.74,Pass,Pass,TECH752,Pass
2025-04-06,Shift 2,ELP6520,Electroless Copper,Valve Body,Tank A,69.5,5.39,84.0,15.11,18.4,,0.36,Blister,Pass,TECH765,Pass
2025-04-07,Shift 1,ELP5430,Electroless Copper,PCB Panel,Tank C,62.3,4.86,40.6,18.02,12.7,,0.82,Blister,Pass,TECH530,Fail
2025-04-07,Shift 1,ELP7600,Electroless Copper,Heat Sink,Tank A,62.7,4.69,44.2,20.96,19.7,,0.79,Pitting,Fail,TECH803,Pass
2025-04-07,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-04-07,Shift 2,ELP6793,Electroless Copper,PCB Panel,Tank A,73.7,4.92,84.3,17.15,13.8,,0.24,Pass,Fail,TECH539,Fail
2025-04-07,Shift 2,ELP6006,Electroless Copper,Connector Pins,Tank A,68.5,5.47,46.5,12.08,13.0,,0.38,Dull Finish,Pass,TECH762,Fail
2025-04-07,Shift 2,ELP1068,Electroless Nickel,Gear Housing,Tank B,88.3,4.75,35.2,13.2,23.9,9.57,0.94,Pitting,Fail,TECH202,Pass
2025-04-08,Shift 1,ELP9766,Electroless Copper,Heat Sink,Tank A,72.4,5.08,81.4,20.17,20.0,,0.32,Pitting,Fail,TECH118,Pass
2025-04-08,Shift 1,ELP3034,Electroless Nickel,PCB Panel,Tank A,92.6,5.13,70.9,22.33,18.4,9.28,0.91,Pitting,Fail,TECH789,Pass
2025-04-08,Shift 1,ELP1909,Electroless Nickel,Gear Housing,Tank B,91.7,5.05,69.0,20.96,14.3,6.21,1.11,Pass,Pass,TECH580,Fail
2025-04-08,Shift 2,ELP7279,Electroless Nickel,Connector Pins,Tank C,89.6,5.19,32.5,15.53,14.9,9.24,0.85,Dull Finish,Fail,TECH253,Fail
2025-04-08,Shift 2,ELP5249,Electroless Nickel,Gear Housing,Tank C,92.2,4.63,30.7,21.17,15.7,9.83,0.68,Blister,Pass,TECH300,Pass
2025-04-08,Shift 2,ELP7804,Electroless Copper,Gear Housing,Tank B,71.9,4.83,40.1,19.65,20.6,,0.69,Pitting,Fail,TECH856,Pass
2025-04-09,Shift 1,ELP1587,Electroless Copper,Gear Housing,Tank B,72.8,4.85,34.7,15.03,12.6,,0.54,Pass,Fail,TECH485,Fail
2025-04-09,Shift 1,ELP2474,Electroless Copper,Valve Body,Tank C,71.6,5.29,49.3,24.38,11.0,,1.16,Dull Finish,Pass,TECH910,Fail
2025-04-09,Shift 1,ELP5430,Electroless Copper,PCB Panel,Tank C,62.3,4.86,40.6,18.02,12.7,,0.82,Blister,Pass,TECH530,Fail
2025-04-09,Shift 2,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
2025-04-09,Shift 2,ELP9433,Electroless Copper,Valve Body,Tank B,60.7,5.24,46.0,21.66,11.6,,0.5,Blister,Fail,TECH133,Fail
2025-04-09,Shift 2,ELP7887,Electroless Nickel,Connector Pins,Tank C,89.2,5.2,44.7,20.49,18.2,10.83,0.96,Pitting,Fail,TECH131,Pass
2025-04-10,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-04-10,Shift 1,ELP1265,Electroless Copper,Valve Body,Tank C,66.1,4.53,43.7,18.67,14.5,,1.0,Pass,Pass,TECH562,Fail
2025-04-10,Shift 1,ELP6351,Electroless Copper,Connector Pins,Tank A,69.2,4.83,68.2,11.85,16.0,,0.72,Pass,Pass,TECH344,Fail
2025-04-10,Shift 2,ELP5249,Electroless Nickel,Gear Housing,Tank C,92.2,4.63,30.7,21.17,15.7,9.83,0.68,Blister,Pass,TECH300,Pass
2025-04-10,Shift 2,ELP5739,Electroless Copper,Valve Body,Tank A,70.0,5.49,37.9,18.85,24.4,,1.09,Dull Finish,Pass,TECH632,Pass
2025-04-10,Shift 2,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
2025-04-11,Shift 1,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-04-11,Shift 1,ELP5726,Electroless Nickel,PCB Panel,Tank A,89.4,4.96,81.2,22.08,21.8,10.6,0.59,Pass,Fail,TECH304,Pass
2025-04-11,Shift 1,ELP1771,Electroless Copper,Valve Body,Tank B,64.3,4.96,41.0,22.48,22.2,,0.23,Dull Finish,Pass,TECH193,Pass
2025-04-11,Shift 2,ELP1022,Electroless Nickel,Connector Pins,Tank B,86.4,5.09,76.1,17.36,21.9,9.74,0.89,Pass,Fail,TECH469,Pass
2025-04-11,Shift 2,ELP4540,Electroless Nickel,Heat Sink,Tank C,91.6,4.85,43.5,22.99,21.3,8.85,0.5,Blister,Pass,TECH725,Pass
2025-04-11,Shift 2,ELP9097,Electroless Copper,Connector Pins,Tank C,63.8,5.5,65.5,12.89,15.0,,0.39,Pass,Fail,TECH505,Pass
2025-04-12,Shift 1,ELP4216,Electroless Copper,Connector Pins,Tank B,68.9,4.92,44.7,17.65,11.4,,0.58,Pass,Pass,TECH809,Fail
2025-04-12,Shift 1,ELP5250,Electroless Copper,Connector Pins,Tank A,72.6,5.23,83.9,13.69,16.6,,0.64,Pass,Fail,TECH134,Pass
2025-04-12,Shift 1,ELP3699,Electroless Copper,PCB Panel,Tank A,61.3,4.69,85.9,23.6,23.5,,0.81,Blister,Fail,TECH360,Pass
2025-04-12,Shift 2,ELP9666,Electroless Copper,Heat Sink,Tank B,62.0,5.32,37.0,20.5,15.5,,1.05,Pitting,Pass,TECH785,Pass
2025-04-12,Shift 2,ELP4216,Electroless Copper,Connector Pins,Tank B,68.9,4.92,44.7,17.65,11.4,,0.58,Pass,Pass,TECH809,Fail
2025-04-12,Shift 2,ELP5250,Electroless Copper,Connector Pins,Tank A,72.6,5.23,83.9,13.69,16.6,,0.64,Pass,Fail,TECH134,Pass
2025-04-13,Shift 1,ELP7207,Electroless Copper,PCB Panel,Tank C,70.6,5.11,67.6,21.15,19.1,,0.84,Blister,Fail,TECH550,Pass
2025-04-13,Shift 1,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-04-13,Shift 1,ELP2257,Electroless Copper,Valve Body,Tank B,71.7,4.88,32.2,18.24,15.0,,1.15,Blister,Fail,TECH697,Pass
2025-04-13,Shift 2,ELP9433,Electroless Copper,Valve Body,Tank B,60.7,5.24,46.0,21.66,11.6,,0.5,Blister,Fail,TECH133,Fail
2025-04-13,Shift 2,ELP4103,Electroless Nickel,Valve Body,Tank C,92.6,4.94,72.8,22.42,24.9,7.43,1.13,Pass,Fail,TECH119,Pass
2025-04-13,Shift 2,ELP9906,Electroless Nickel,Heat Sink,Tank C,87.9,5.44,58.3,13.69,11.9,10.0,0.81,Dull Finish,Fail,TECH771,Fail
2025-04-14,Shift 1,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-04-14,Shift 1,ELP2623,Electroless Copper,Gear Housing,Tank A,69.8,5.1,64.7,21.53,23.6,,0.35,Dull Finish,Fail,TECH568,Pass
2025-04-14,Shift 1,ELP3829,Electroless Copper,Valve Body,Tank B,73.9,5.3,78.2,22.81,20.6,,0.44,Dull Finish,Pass,TECH748,Pass
2025-04-14,Shift 2,ELP8574,Electroless Copper,Connector Pins,Tank A,62.2,4.91,60.7,20.63,22.0,,0.66,Pass,Pass,TECH936,Pass
2025-04-14,Shift 2,ELP2415,Electroless Nickel,Connector Pins,Tank A,88.3,4.99,61.0,10.4,24.4,10.05,0.49,Dull Finish,Pass,TECH355,Fail
2025-04-14,Shift 2,ELP9365,Electroless Nickel,Heat Sink,Tank C,85.2,4.74,44.0,18.47,18.5,9.39,0.25,Dull Finish,Pass,TECH558,Pass
2025-04-15,Shift 1,ELP3578,Electroless Copper,Gear Housing,Tank C,65.5,5.02,32.5,12.66,23.1,,0.45,Dull Finish,Pass,TECH996,Pass
2025-04-15,Shift 1,ELP9417,Electroless Copper,Valve Body,Tank C,63.4,5.37,51.7,14.59,13.6,,0.47,Pass,Fail,TECH514,Fail
2025-04-15,Shift 1,ELP8574,Electroless Copper,Connector Pins,Tank A,62.2,4.91,60.7,20.63,22.0,,0.66,Pass,Pass,TECH936,Pass
2025-04-15,Shift 2,ELP7756,Electroless Copper,Heat Sink,Tank A,62.2,5.2,49.5,22.8,21.6,,0.21,Pitting,Fail,TECH521,Pass
2025-04-15,Shift 2,ELP6520,Electroless Copper,Valve Body,Tank A,69.5,5.39,84.0,15.11,18.4,,0.36,Blister,Pass,TECH765,Pass
2025-04-15,Shift 2,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-04-16,Shift 1,ELP6571,Electroless Nickel,Valve Body,Tank A,90.6,5.28,55.8,21.95,24.7,8.59,0.23,Pass,Fail,TECH846,Pass
2025-04-16,Shift 1,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-04-16,Shift 1,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-04-16,Shift 2,ELP6960,Electroless Copper,Heat Sink,Tank A,73.1,4.71,67.7,16.23,13.1,,0.79,Pass,Pass,TECH865,Fail
2025-04-16,Shift 2,ELP3833,Electroless Copper,Valve Body,Tank B,72.7,5.13,50.8,17.18,18.7,,0.53,Dull Finish,Pass,TECH522,Pass
2025-04-16,Shift 2,ELP2504,Electroless Nickel,Connector Pins,Tank B,90.6,4.68,79.6,12.88,12.7,7.76,0.32,Dull Finish,Fail,TECH808,Fail
2025-04-17,Shift 1,ELP3074,Electroless Nickel,Valve Body,Tank C,91.7,4.51,44.4,10.75,18.7,6.47,0.99,Pitting,Pass,TECH275,Fail
2025-04-17,Shift 1,ELP9259,Electroless Nickel,Connector Pins,Tank B,91.6,5.28,43.5,17.74,14.8,11.82,1.2,Blister,Pass,TECH548,Fail
2025-04-17,Shift 1,ELP5726,Electroless Nickel,PCB Panel,Tank A,89.4,4.96,81.2,22.08,21.8,10.6,0.59,Pass,Fail,TECH304,Pass
2025-04-17,Shift 2,ELP7261,Electroless Copper,PCB Panel,Tank A,60.2,5.17,31.5,12.99,16.1,,1.01,Dull Finish,Pass,TECH785,Pass
2025-04-17,Shift 2,ELP7057,Electroless Nickel,Valve Body,Tank C,88.6,4.96,56.4,23.85,17.8,8.51,0.41,Pitting,Pass,TECH924,Pass
2025-04-17,Shift 2,ELP7279,Electroless Nickel,Connector Pins,Tank C,89.6,5.19,32.5,15.53,14.9,9.24,0.85,Dull Finish,Fail,TECH253,Fail
2025-04-18,Shift 1,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-04-18,Shift 1,ELP4541,Electroless Copper,PCB Panel,Tank A,71.3,4.99,67.0,10.45,22.1,,0.34,Dull Finish,Pass,TECH193,Fail
2025-04-18,Shift 1,ELP4540,Electroless Nickel,Heat Sink,Tank C,91.6,4.85,43.5,22.99,21.3,8.85,0.5,Blister,Pass,TECH725,Pass
2025-04-18,Shift 2,ELP7804,Electroless Copper,Gear Housing,Tank B,71.9,4.83,40.1,19.65,20.6,,0.69,Pitting,Fail,TECH856,Pass
2025-04-18,Shift 2,ELP3817,Electroless Nickel,PCB Panel,Tank B,85.3,4.59,40.2,14.53,17.5,6.2,1.1,Pass,Fail,TECH518,Pass
2025-04-18,Shift 2,ELP6782,Electroless Nickel,Connector Pins,Tank C,93.6,4.61,75.8,11.42,21.0,6.76,0.31,Pitting,Fail,TECH680,Fail
2025-04-19,Shift 1,ELP9365,Electroless Nickel,Heat Sink,Tank C,85.2,4.74,44.0,18.47,18.5,9.39,0.25,Dull Finish,Pass,TECH558,Pass
2025-04-19,Shift 1,ELP7393,Electroless Nickel,PCB Panel,Tank A,92.9,4.88,84.6,12.78,24.7,11.57,0.81,Pitting,Fail,TECH932,Pass
2025-04-19,Shift 1,ELP9666,Electroless Copper,Heat Sink,Tank B,62.0,5.32,37.0,20.5,15.5,,1.05,Pitting,Pass,TECH785,Pass
2025-04-19,Shift 2,ELP4211,Electroless Nickel,PCB Panel,Tank A,91.1,4.57,73.7,17.61,16.6,11.02,0.4,Blister,Fail,TECH492,Pass
2025-04-19,Shift 2,ELP7207,Electroless Copper,PCB Panel,Tank C,70.6,5.11,67.6,21.15,19.1,,0.84,Blister,Fail,TECH550,Pass
2025-04-19,Shift 2,ELP6657,Electroless Copper,Heat Sink,Tank C,62.6,4.71,73.7,19.34,16.5,,0.21,Pass,Pass,TECH530,Pass
2025-04-20,Shift 1,ELP7756,Electroless Copper,Heat Sink,Tank A,62.2,5.2,49.5,22.8,21.6,,0.21,Pitting,Fail,TECH521,Pass
2025-04-20,Shift 1,ELP3833,Electroless Copper,Valve Body,Tank B,72.7,5.13,50.8,17.18,18.7,,0.53,Dull Finish,Pass,TECH522,Pass
2025-04-20,Shift 1,ELP4675,Electroless Nickel,Connector Pins,Tank C,92.6,5.36,42.6,21.7,21.5,11.04,0.86,Dull Finish,Fail,TECH619,Pass
2025-04-20,Shift 2,ELP1797,Electroless Copper,Valve Body,Tank A,63.8,5.31,42.3,23.62,22.9,,0.34,Pass,Fail,TECH776,Pass
2025-04-20,Shift 2,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-04-20,Shift 2,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-04-21,Shift 1,ELP6346,Electroless Nickel,Valve Body,Tank A,89.0,5.21,74.5,21.18,15.1,11.75,0.45,Pass,Fail,TECH366,Pass
2025-04-21,Shift 1,ELP7976,Electroless Copper,Gear Housing,Tank B,70.9,5.32,82.2,14.02,23.3,,0.57,Blister,Pass,TECH772,Pass
2025-04-21,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-04-21,Shift 2,ELP1797,Electroless Copper,Valve Body,Tank A,63.8,5.31,42.3,23.62,22.9,,0.34,Pass,Fail,TECH776,Pass
2025-04-21,Shift 2,ELP7792,Electroless Nickel,Valve Body,Tank C,86.8,4.7,63.9,19.42,14.9,10.63,0.65,Dull Finish,Fail,TECH920,Fail
2025-04-21,Shift 2,ELP3074,Electroless Nickel,Valve Body,Tank C,91.7,4.51,44.4,10.75,18.7,6.47,0.99,Pitting,Pass,TECH275,Fail
2025-04-22,Shift 1,ELP4522,Electroless Copper,Connector Pins,Tank A,72.0,5.38,38.6,15.78,14.5,,0.68,Pass,Pass,TECH637,Fail
2025-04-22,Shift 1,ELP2479,Electroless Nickel,PCB Panel,Tank C,88.7,5.02,32.2,10.08,10.9,11.13,1.04,Blister,Pass,TECH162,Fail
2025-04-22,Shift 1,ELP6520,Electroless Copper,Valve Body,Tank A,69.5,5.39,84.0,15.11,18.4,,0.36,Blister,Pass,TECH765,Pass
2025-04-22,Shift 2,ELP4944,Electroless Copper,Gear Housing,Tank A,64.4,5.29,52.1,24.17,10.2,,0.35,Blister,Pass,TECH914,Fail
2025-04-22,Shift 2,ELP3829,Electroless Copper,Valve Body,Tank B,73.9,5.3,78.2,22.81,20.6,,0.44,Dull Finish,Pass,TECH748,Pass
2025-04-22,Shift 2,ELP8738,Electroless Copper,Heat Sink,Tank B,66.0,4.78,70.1,21.29,12.4,,1.06,Blister,Fail,TECH779,Fail
2025-04-23,Shift 1,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-04-23,Shift 1,ELP8081,Electroless Nickel,Connector Pins,Tank B,86.7,5.42,79.6,14.22,19.2,7.82,0.87,Blister,Pass,TECH383,Pass
2025-04-23,Shift 1,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-04-23,Shift 2,ELP5643,Electroless Copper,Gear Housing,Tank A,67.2,5.13,84.5,23.54,24.5,,0.51,Pass,Fail,TECH339,Pass
2025-04-23,Shift 2,ELP8750,Electroless Copper,Connector Pins,Tank B,64.2,5.0,37.4,16.99,19.9,,0.3,Dull Finish,Pass,TECH618,Pass
2025-04-23,Shift 2,ELP5430,Electroless Copper,PCB Panel,Tank C,62.3,4.86,40.6,18.02,12.7,,0.82,Blister,Pass,TECH530,Fail
2025-04-24,Shift 1,ELP2504,Electroless Nickel,Connector Pins,Tank B,90.6,4.68,79.6,12.88,12.7,7.76,0.32,Dull Finish,Fail,TECH808,Fail
2025-04-24,Shift 1,ELP7600,Electroless Copper,Heat Sink,Tank A,62.7,4.69,44.2,20.96,19.7,,0.79,Pitting,Fail,TECH803,Pass
2025-04-24,Shift 1,ELP1155,Electroless Nickel,Valve Body,Tank C,89.3,4.8,34.5,24.61,18.5,7.28,0.55,Dull Finish,Fail,TECH147,Pass
2025-04-24,Shift 2,ELP6346,Electroless Nickel,Valve Body,Tank A,89.0,5.21,74.5,21.18,15.1,11.75,0.45,Pass,Fail,TECH366,Pass
2025-04-24,Shift 2,ELP4854,Electroless Copper,Valve Body,Tank B,71.9,4.97,62.0,24.52,20.7,,1.08,Blister,Fail,TECH619,Pass
2025-04-24,Shift 2,ELP1261,Electroless Copper,Connector Pins,Tank C,63.7,5.07,47.8,10.3,24.5,,0.82,Blister,Pass,TECH889,Fail
2025-04-25,Shift 1,ELP4854,Electroless Copper,Valve Body,Tank B,71.9,4.97,62.0,24.52,20.7,,1.08,Blister,Fail,TECH619,Pass
2025-04-25,Shift 1,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-04-25,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-04-25,Shift 2,ELP6586,Electroless Copper,Valve Body,Tank B,60.5,5.33,54.3,20.62,16.4,,0.95,Pitting,Pass,TECH252,Pass
2025-04-25,Shift 2,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-04-25,Shift 2,ELP5631,Electroless Copper,Connector Pins,Tank B,73.6,4.58,38.8,23.86,16.6,,0.76,Blister,Pass,TECH955,Pass
2025-04-26,Shift 1,ELP2307,Electroless Nickel,Heat Sink,Tank A,86.6,4.72,81.3,20.54,24.7,6.01,0.53,Pitting,Pass,TECH402,Pass
2025-04-26,Shift 1,ELP5803,Electroless Copper,Valve Body,Tank B,72.6,5.47,73.0,19.23,11.3,,0.94,Blister,Fail,TECH692,Fail
2025-04-26,Shift 1,ELP2317,Electroless Copper,Gear Housing,Tank C,73.0,4.93,61.4,13.36,19.6,,0.25,Pitting,Fail,TECH482,Pass
2025-04-26,Shift 2,ELP9666,Electroless Copper,Heat Sink,Tank B,62.0,5.32,37.0,20.5,15.5,,1.05,Pitting,Pass,TECH785,Pass
2025-04-26,Shift 2,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-04-26,Shift 2,ELP5163,Electroless Copper,Connector Pins,Tank B,73.0,4.69,79.2,13.95,16.4,,0.65,Pitting,Pass,TECH179,Pass
2025-04-27,Shift 1,ELP9303,Electroless Nickel,Connector Pins,Tank B,93.2,5.2,51.4,14.11,10.4,11.07,0.4,Blister,Pass,TECH217,Fail
2025-04-27,Shift 1,ELP9097,Electroless Copper,Connector Pins,Tank C,63.8,5.5,65.5,12.89,15.0,,0.39,Pass,Fail,TECH505,Pass
2025-04-27,Shift 1,ELP8473,Electroless Nickel,Gear Housing,Tank C,89.6,4.77,72.9,13.29,22.3,6.61,0.59,Blister,Fail,TECH460,Pass
2025-04-27,Shift 2,ELP7600,Electroless Copper,Heat Sink,Tank A,62.7,4.69,44.2,20.96,19.7,,0.79,Pitting,Fail,TECH803,Pass
2025-04-27,Shift 2,ELP2479,Electroless Nickel,PCB Panel,Tank C,88.7,5.02,32.2,10.08,10.9,11.13,1.04,Blister,Pass,TECH162,Fail
2025-04-27,Shift 2,ELP6571,Electroless Nickel,Valve Body,Tank A,90.6,5.28,55.8,21.95,24.7,8.59,0.23,Pass,Fail,TECH846,Pass
2025-04-28,Shift 1,ELP9025,Electroless Copper,Gear Housing,Tank A,68.9,5.41,84.4,10.38,21.8,,0.96,Pass,Fail,TECH977,Fail
2025-04-28,Shift 1,ELP5249,Electroless Nickel,Gear Housing,Tank C,92.2,4.63,30.7,21.17,15.7,9.83,0.68,Blister,Pass,TECH300,Pass
2025-04-28,Shift 1,ELP7568,Electroless Copper,PCB Panel,Tank A,70.7,4.51,83.4,11.23,22.5,,1.02,Blister,Pass,TECH119,Fail
2025-04-28,Shift 2,ELP3233,Electroless Copper,Connector Pins,Tank B,62.6,5.07,79.9,13.61,20.1,,0.24,Pass,Fail,TECH874,Pass
2025-04-28,Shift 2,ELP3817,Electroless Nickel,PCB Panel,Tank B,85.3,4.59,40.2,14.53,17.5,6.2,1.1,Pass,Fail,TECH518,Pass
2025-04-28,Shift 2,ELP7792,Electroless Nickel,Valve Body,Tank C,86.8,4.7,63.9,19.42,14.9,10.63,0.65,Dull Finish,Fail,TECH920,Fail
2025-04-29,Shift 1,ELP7792,Electroless Nickel,Valve Body,Tank C,86.8,4.7,63.9,19.42,14.9,10.63,0.65,Dull Finish,Fail,TECH920,Fail
2025-04-29,Shift 1,ELP5492,Electroless Copper,Valve Body,Tank A,63.5,4.63,58.3,17.75,13.2,,0.92,Pitting,Fail,TECH837,Fail
2025-04-29,Shift 1,ELP7726,Electroless Nickel,Heat Sink,Tank C,92.6,4.97,64.4,13.63,15.8,8.69,0.34,Pass,Fail,TECH568,Pass
2025-04-29,Shift 2,ELP6345,Electroless Copper,Heat Sink,Tank C,69.3,5.24,58.6,16.87,21.0,,1.07,Pitting,Fail,TECH587,Pass
2025-04-29,Shift 2,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-04-29,Shift 2,ELP6960,Electroless Copper,Heat Sink,Tank A,73.1,4.71,67.7,16.23,13.1,,0.79,Pass,Pass,TECH865,Fail
2025-04-30,Shift 1,ELP4854,Electroless Copper,Valve Body,Tank B,71.9,4.97,62.0,24.52,20.7,,1.08,Blister,Fail,TECH619,Pass
2025-04-30,Shift 1,ELP5803,Electroless Copper,Valve Body,Tank B,72.6,5.47,73.0,19.23,11.3,,0.94,Blister,Fail,TECH692,Fail
2025-04-30,Shift 1,ELP4942,Electroless Nickel,PCB Panel,Tank B,86.8,5.03,35.8,19.88,10.4,9.59,0.73,Dull Finish,Pass,TECH788,Fail
2025-04-30,Shift 2,ELP8608,Electroless Nickel,Connector Pins,Tank B,88.2,5.49,63.4,23.63,17.4,10.44,0.83,Pass,Fail,TECH533,Pass
2025-04-30,Shift 2,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
