Date,Shift,Mold ID,Part Name,Wear Level (%),Surface Roughness (Ra μm),Clearance (mm),Alignment Accuracy (mm),Leak Check,Corrosion,Crack Detected,Function Test,Lubrication Status,Pass/Fail
2025-04-02,Shift 2,MOLD766,Gate Insert,38.6,0.44,0.216,0.088,Fail,Moderate,Yes,Fail,Dry,Pass
2025-04-02,Shift 2,MOLD296,Runner Channel,93.4,0.75,0.295,0.167,Pass,Severe,Yes,Fail,Dry,Fail
2025-04-03,Shift 1,MOLD514,Vent Groove,83.6,0.32,0.439,0.193,Fail,None,No,Fail,Dry,Fail
2025-04-03,Shift 1,MOLD135,Sprue Bushing,47.1,1.15,0.041,0.067,Fail,None,No,Fail,Good,Fail
2025-04-03,Shift 1,MOLD709,Runner Channel,25.9,0.69,0.313,0.016,Fail,Moderate,Yes,Fail,Good,Pass
2025-04-03,Shift 2,MOLD507,Vent Groove,37.7,0.65,0.023,0.176,Fail,Severe,Yes,Pass,Dry,Fail
2025-04-03,Shift 2,MOLD686,Hot Runner Manifold,55.3,0.71,0.237,0.195,Pass,Minor,Yes,Pass,Good,Fail
2025-04-03,Shift 2,MOLD609,Slide Unit,80.9,0.81,0.257,0.053,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-04-04,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-04-04,Shift 1,MOLD770,Guide Bushing,97.4,0.28,0.156,0.199,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-04,Shift 1,MOLD587,Core Plate,63.3,0.27,0.394,0.073,Fail,None,Yes,Pass,Dry,Pass
2025-04-04,Shift 2,MOLD339,Vent Groove,15.9,0.47,0.042,0.047,Fail,None,Yes,Fail,Good,Pass
2025-04-04,Shift 2,MOLD978,Hot Runner Manifold,50.4,0.71,0.289,0.011,Pass,Moderate,No,Fail,Dry,Pass
2025-04-04,Shift 2,MOLD562,Lifter,33.0,1.17,0.118,0.119,Fail,None,No,Pass,Dry,Fail
2025-04-05,Shift 1,MOLD674,Slide Unit,4.4,1.1,0.161,0.065,Fail,None,Yes,Fail,Dry,Fail
2025-04-05,Shift 1,MOLD632,Guide Bushing,45.1,0.35,0.47,0.185,Fail,Moderate,No,Pass,Needs Reapply,Fail
2025-04-05,Shift 1,MOLD666,Ejector Plate,9.7,0.13,0.23,0.031,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-05,Shift 2,MOLD943,Cooling Channel,38.2,0.56,0.016,0.065,Pass,Severe,Yes,Pass,Good,Pass
2025-04-05,Shift 2,MOLD616,Runner Channel,36.4,0.31,0.368,0.092,Pass,Minor,No,Pass,Dry,Pass
2025-04-05,Shift 2,MOLD251,Cavity Plate,21.5,0.96,0.368,0.08,Pass,Severe,Yes,Fail,Needs Reapply,Pass
2025-04-06,Shift 1,MOLD283,Ejector Plate,48.0,0.66,0.476,0.086,Pass,None,Yes,Pass,Good,Pass
2025-04-06,Shift 1,MOLD801,Ejector Pins,73.7,0.48,0.021,0.17,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-04-06,Shift 1,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-04-06,Shift 2,MOLD559,Vent Groove,5.7,0.37,0.459,0.097,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-04-06,Shift 2,MOLD648,Guide Bushing,78.1,0.29,0.264,0.092,Pass,Minor,No,Pass,Dry,Pass
2025-04-06,Shift 2,MOLD412,Ejector Plate,38.5,0.63,0.337,0.039,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-04-07,Shift 1,MOLD278,Ejector Plate,50.3,0.18,0.204,0.178,Fail,Minor,Yes,Pass,Good,Fail
2025-04-07,Shift 1,MOLD239,Guide Bushing,12.3,0.39,0.035,0.133,Fail,None,No,Fail,Good,Pass
2025-04-07,Shift 1,MOLD873,Cooling Channel,10.6,0.57,0.437,0.053,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-07,Shift 2,MOLD686,Sprue Bushing,32.6,0.68,0.465,0.047,Pass,None,Yes,Pass,Good,Pass
2025-04-07,Shift 2,MOLD174,Support Pillar,51.9,1.06,0.23,0.073,Pass,Severe,Yes,Pass,Needs Reapply,Fail
2025-04-07,Shift 2,MOLD560,Runner Channel,15.0,0.57,0.418,0.128,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-04-08,Shift 1,MOLD692,Guide Pin,96.5,0.49,0.014,0.111,Fail,Minor,No,Pass,Dry,Fail
2025-04-08,Shift 1,MOLD375,Vent Groove,11.5,0.71,0.108,0.169,Pass,None,Yes,Fail,Good,Fail
2025-04-08,Shift 1,MOLD943,Cooling Channel,38.2,0.56,0.016,0.065,Pass,Severe,Yes,Pass,Good,Pass
2025-04-08,Shift 2,MOLD226,Cavity Plate,3.3,0.35,0.046,0.176,Pass,None,Yes,Pass,Dry,Fail
2025-04-08,Shift 2,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-04-08,Shift 2,MOLD883,Guide Bushing,95.6,1.07,0.264,0.147,Pass,Severe,Yes,Pass,Dry,Fail
2025-04-09,Shift 1,MOLD941,Ejector Plate,64.5,1.16,0.414,0.109,Fail,None,Yes,Fail,Good,Fail
2025-04-09,Shift 1,MOLD970,Guide Bushing,31.5,0.57,0.232,0.032,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-09,Shift 1,MOLD770,Guide Bushing,97.4,0.28,0.156,0.199,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-09,Shift 2,MOLD173,Vent Groove,25.5,0.22,0.026,0.054,Pass,Severe,Yes,Pass,Needs Reapply,Pass
2025-04-09,Shift 2,MOLD447,Guide Bushing,98.0,0.9,0.415,0.061,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-04-09,Shift 2,MOLD903,Guide Pin,78.9,0.21,0.315,0.097,Pass,Moderate,Yes,Fail,Dry,Pass
2025-04-10,Shift 1,MOLD288,Core Puller,38.1,0.16,0.086,0.095,Fail,None,No,Pass,Needs Reapply,Pass
2025-04-10,Shift 1,MOLD636,Vent Groove,78.2,0.69,0.214,0.159,Fail,Minor,No,Pass,Good,Fail
2025-04-10,Shift 1,MOLD566,Cavity Plate,36.3,0.38,0.347,0.11,Pass,None,No,Pass,Dry,Pass
2025-04-10,Shift 2,MOLD902,Ejector Plate,45.5,0.35,0.332,0.185,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-04-10,Shift 2,MOLD328,Guide Bushing,5.9,0.74,0.474,0.187,Pass,Moderate,Yes,Pass,Dry,Fail
2025-04-10,Shift 2,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-11,Shift 1,MOLD692,Guide Pin,96.5,0.49,0.014,0.111,Fail,Minor,No,Pass,Dry,Fail
2025-04-11,Shift 1,MOLD339,Hot Runner Manifold,43.0,1.11,0.234,0.157,Pass,None,No,Fail,Good,Fail
2025-04-11,Shift 1,MOLD162,Cooling Channel,3.4,1.09,0.394,0.177,Pass,Moderate,No,Fail,Good,Fail
2025-04-11,Shift 2,MOLD242,Core Puller,27.3,0.62,0.041,0.057,Fail,Moderate,No,Fail,Dry,Pass
2025-04-11,Shift 2,MOLD609,Guide Bushing,53.7,1.02,0.233,0.189,Fail,None,Yes,Fail,Good,Fail
2025-04-11,Shift 2,MOLD507,Lifter,93.4,0.33,0.251,0.029,Pass,Severe,Yes,Pass,Dry,Fail
2025-04-12,Shift 1,MOLD268,Guide Bushing,31.5,0.88,0.089,0.173,Pass,None,No,Fail,Good,Fail
2025-04-12,Shift 1,MOLD936,Core Puller,94.1,0.18,0.116,0.029,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-04-12,Shift 1,MOLD156,Ejector Plate,23.5,0.4,0.41,0.124,Pass,Moderate,Yes,Fail,Good,Pass
2025-04-12,Shift 2,MOLD272,Ejector Plate,75.9,0.69,0.046,0.014,Fail,Minor,Yes,Pass,Dry,Pass
2025-04-12,Shift 2,MOLD188,Gate Insert,26.0,1.06,0.344,0.179,Pass,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-12,Shift 2,MOLD538,Vent Groove,69.9,0.55,0.242,0.153,Fail,None,No,Fail,Good,Fail
2025-04-13,Shift 1,MOLD683,Ejector Pins,27.6,0.41,0.318,0.084,Pass,Moderate,No,Pass,Good,Pass
2025-04-13,Shift 1,MOLD781,Ejector Pins,23.6,0.65,0.277,0.181,Fail,Minor,Yes,Fail,Dry,Fail
2025-04-13,Shift 1,MOLD206,Cavity Plate,14.1,0.48,0.052,0.124,Pass,Moderate,Yes,Fail,Needs Reapply,Pass
2025-04-13,Shift 2,MOLD692,Guide Pin,96.5,0.49,0.014,0.111,Fail,Minor,No,Pass,Dry,Fail
2025-04-13,Shift 2,MOLD375,Vent Groove,11.5,0.71,0.108,0.169,Pass,None,Yes,Fail,Good,Fail
2025-04-13,Shift 2,MOLD771,Vent Groove,44.4,0.68,0.11,0.191,Pass,Severe,No,Pass,Good,Fail
2025-04-14,Shift 1,MOLD600,Ejector Pins,31.3,0.53,0.221,0.118,Fail,Minor,Yes,Fail,Dry,Pass
2025-04-14,Shift 1,MOLD102,Gate Insert,50.6,0.43,0.033,0.099,Fail,None,No,Fail,Dry,Pass
2025-04-14,Shift 1,MOLD572,Ejector Pins,80.2,0.55,0.407,0.011,Pass,Minor,No,Fail,Good,Fail
2025-04-14,Shift 2,MOLD674,Slide Unit,4.4,1.1,0.161,0.065,Fail,None,Yes,Fail,Dry,Fail
2025-04-14,Shift 2,MOLD110,Core Puller,68.4,0.4,0.346,0.126,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-04-14,Shift 2,MOLD374,Core Plate,42.6,0.46,0.417,0.09,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-04-15,Shift 1,MOLD749,Cavity Plate,55.9,0.18,0.463,0.198,Fail,Moderate,Yes,Fail,Good,Fail
2025-04-15,Shift 1,MOLD102,Gate Insert,50.6,0.43,0.033,0.099,Fail,None,No,Fail,Dry,Pass
2025-04-15,Shift 1,MOLD442,Sprue Bushing,92.0,0.68,0.312,0.092,Pass,Minor,No,Fail,Dry,Fail
2025-04-15,Shift 2,MOLD800,Lifter,27.4,0.11,0.081,0.024,Fail,Minor,No,Pass,Good,Pass
2025-04-15,Shift 2,MOLD979,Core Puller,10.2,1.16,0.432,0.141,Pass,None,Yes,Fail,Good,Fail
2025-04-15,Shift 2,MOLD963,Cooling Channel,97.0,0.88,0.141,0.053,Fail,Severe,No,Pass,Dry,Fail
2025-04-16,Shift 1,MOLD339,Ejector Pins,83.8,0.78,0.296,0.013,Fail,Moderate,No,Fail,Dry,Fail
2025-04-16,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-04-16,Shift 1,MOLD464,Vent Groove,50.5,0.16,0.466,0.126,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-04-16,Shift 2,MOLD135,Sprue Bushing,47.1,1.15,0.041,0.067,Fail,None,No,Fail,Good,Fail
2025-04-16,Shift 2,MOLD636,Vent Groove,78.2,0.69,0.214,0.159,Fail,Minor,No,Pass,Good,Fail
2025-04-16,Shift 2,MOLD742,Sprue Bushing,50.2,0.79,0.034,0.089,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-04-17,Shift 1,MOLD964,Cavity Plate,29.4,1.05,0.221,0.112,Fail,Severe,No,Pass,Needs Reapply,Fail
2025-04-17,Shift 1,MOLD207,Cooling Channel,40.2,0.66,0.336,0.094,Fail,Moderate,No,Fail,Good,Pass
2025-04-17,Shift 1,MOLD815,Hot Runner Manifold,78.6,0.59,0.451,0.048,Pass,Severe,Yes,Pass,Good,Pass
2025-04-17,Shift 2,MOLD184,Cooling Channel,61.1,0.15,0.024,0.177,Fail,Severe,Yes,Pass,Dry,Fail
2025-04-17,Shift 2,MOLD828,Support Pillar,4.0,0.34,0.474,0.082,Fail,Minor,No,Pass,Needs Reapply,Pass
2025-04-17,Shift 2,MOLD727,Ejector Pins,3.7,0.15,0.14,0.133,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-04-18,Shift 1,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-18,Shift 1,MOLD978,Hot Runner Manifold,50.4,0.71,0.289,0.011,Pass,Moderate,No,Fail,Dry,Pass
2025-04-18,Shift 1,MOLD325,Support Pillar,47.6,0.26,0.375,0.195,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-18,Shift 2,MOLD565,Ejector Pins,63.7,0.38,0.274,0.113,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-04-18,Shift 2,MOLD985,Ejector Pins,37.8,0.65,0.204,0.18,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-04-18,Shift 2,MOLD435,Vent Groove,52.1,0.94,0.36,0.12,Fail,Severe,Yes,Fail,Good,Pass
2025-04-19,Shift 1,MOLD708,Cooling Channel,88.4,1.09,0.458,0.123,Pass,None,No,Fail,Needs Reapply,Fail
2025-04-19,Shift 1,MOLD207,Ejector Plate,14.3,0.42,0.421,0.141,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-04-19,Shift 1,MOLD252,Support Pillar,33.5,0.95,0.183,0.023,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-04-19,Shift 2,MOLD348,Core Puller,23.5,0.51,0.15,0.036,Fail,Minor,Yes,Fail,Dry,Pass
2025-04-19,Shift 2,MOLD276,Lifter,5.1,0.77,0.151,0.089,Fail,Minor,Yes,Pass,Dry,Pass
2025-04-19,Shift 2,MOLD587,Core Plate,63.3,0.27,0.394,0.073,Fail,None,Yes,Pass,Dry,Pass
2025-04-20,Shift 1,MOLD706,Vent Groove,80.7,1.0,0.054,0.102,Fail,None,Yes,Fail,Needs Reapply,Fail
2025-04-20,Shift 1,MOLD708,Clamp Plate,7.6,0.28,0.319,0.178,Fail,Severe,Yes,Pass,Good,Fail
2025-04-20,Shift 1,MOLD921,Ejector Pins,31.4,0.42,0.053,0.069,Fail,None,No,Fail,Dry,Pass
2025-04-20,Shift 2,MOLD101,Clamp Plate,19.3,0.35,0.483,0.053,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-04-20,Shift 2,MOLD458,Ejector Pins,96.1,1.06,0.361,0.14,Fail,Minor,Yes,Fail,Needs Reapply,Fail
2025-04-20,Shift 2,MOLD576,Guide Pin,29.1,0.5,0.416,0.053,Pass,Severe,Yes,Fail,Dry,Pass
2025-04-21,Shift 1,MOLD186,Ejector Pins,43.3,0.53,0.439,0.019,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-21,Shift 1,MOLD935,Guide Bushing,64.1,0.49,0.105,0.021,Pass,Severe,No,Fail,Dry,Pass
2025-04-21,Shift 1,MOLD771,Vent Groove,44.4,0.68,0.11,0.191,Pass,Severe,No,Pass,Good,Fail
2025-04-21,Shift 2,MOLD547,Lifter,26.1,1.0,0.016,0.123,Pass,Minor,Yes,Fail,Dry,Pass
2025-04-21,Shift 2,MOLD528,Core Plate,53.5,1.07,0.059,0.138,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-21,Shift 2,MOLD424,Vent Groove,44.6,0.29,0.432,0.018,Fail,Moderate,No,Pass,Needs Reapply,Pass
2025-04-22,Shift 1,MOLD155,Ejector Plate,66.8,0.89,0.12,0.128,Pass,None,Yes,Pass,Dry,Pass
2025-04-22,Shift 1,MOLD566,Sprue Bushing,33.4,0.55,0.369,0.121,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-04-22,Shift 1,MOLD288,Core Puller,38.1,0.16,0.086,0.095,Fail,None,No,Pass,Needs Reapply,Pass
2025-04-22,Shift 2,MOLD137,Hot Runner Manifold,67.8,0.22,0.085,0.014,Fail,Moderate,No,Fail,Needs Reapply,Pass
2025-04-22,Shift 2,MOLD503,Clamp Plate,18.1,0.74,0.388,0.16,Pass,Moderate,No,Fail,Dry,Fail
2025-04-22,Shift 2,MOLD819,Clamp Plate,80.9,0.37,0.121,0.053,Fail,Severe,Yes,Fail,Dry,Fail
2025-04-23,Shift 1,MOLD502,Clamp Plate,17.7,1.04,0.419,0.107,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-04-23,Shift 1,MOLD503,Guide Pin,38.1,1.07,0.338,0.157,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-04-23,Shift 1,MOLD100,Slide Unit,79.9,1.16,0.287,0.182,Fail,Minor,Yes,Fail,Dry,Fail
2025-04-23,Shift 2,MOLD257,Vent Groove,12.4,1.0,0.021,0.106,Pass,Minor,No,Pass,Needs Reapply,Pass
2025-04-23,Shift 2,MOLD709,Runner Channel,25.9,0.69,0.313,0.016,Fail,Moderate,Yes,Fail,Good,Pass
2025-04-23,Shift 2,MOLD124,Hot Runner Manifold,78.4,1.1,0.358,0.024,Pass,None,Yes,Fail,Good,Fail
2025-04-24,Shift 1,MOLD559,Vent Groove,5.7,0.37,0.459,0.097,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-04-24,Shift 1,MOLD765,Hot Runner Manifold,84.7,0.66,0.453,0.157,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-24,Shift 1,MOLD772,Hot Runner Manifold,72.5,0.29,0.353,0.08,Fail,Minor,No,Pass,Good,Pass
2025-04-24,Shift 2,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-04-24,Shift 2,MOLD503,Hot Runner Manifold,27.0,1.06,0.471,0.132,Pass,None,Yes,Fail,Needs Reapply,Fail
2025-04-24,Shift 2,MOLD348,Core Puller,23.5,0.51,0.15,0.036,Fail,Minor,Yes,Fail,Dry,Pass
2025-04-25,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-04-25,Shift 1,MOLD674,Clamp Plate,85.4,0.86,0.095,0.098,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-25,Shift 1,MOLD985,Ejector Pins,37.8,0.65,0.204,0.18,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-04-25,Shift 2,MOLD995,Core Puller,20.8,0.86,0.181,0.13,Pass,Minor,No,Fail,Dry,Pass
2025-04-25,Shift 2,MOLD585,Core Plate,50.7,0.9,0.142,0.017,Pass,Moderate,Yes,Pass,Good,Pass
2025-04-25,Shift 2,MOLD682,Guide Pin,3.2,0.75,0.43,0.146,Fail,Moderate,No,Fail,Good,Pass
2025-04-26,Shift 1,MOLD921,Ejector Pins,31.4,0.42,0.053,0.069,Fail,None,No,Fail,Dry,Pass
2025-04-26,Shift 1,MOLD283,Ejector Plate,48.0,0.66,0.476,0.086,Pass,None,Yes,Pass,Good,Pass
2025-04-26,Shift 1,MOLD669,Clamp Plate,9.7,0.1,0.055,0.115,Pass,Minor,No,Fail,Good,Pass
2025-04-26,Shift 2,MOLD100,Slide Unit,79.9,1.16,0.287,0.182,Fail,Minor,Yes,Fail,Dry,Fail
2025-04-26,Shift 2,MOLD208,Support Pillar,84.4,0.8,0.024,0.123,Fail,Severe,No,Fail,Dry,Fail
2025-04-26,Shift 2,MOLD865,Ejector Plate,15.9,0.25,0.487,0.174,Fail,None,Yes,Pass,Dry,Fail
2025-04-27,Shift 1,MOLD441,Slide Unit,32.5,0.65,0.095,0.128,Pass,Minor,No,Pass,Dry,Pass
2025-04-27,Shift 1,MOLD871,Ejector Pins,88.1,0.8,0.376,0.139,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-04-27,Shift 1,MOLD749,Ejector Plate,66.5,0.65,0.291,0.064,Pass,Minor,No,Fail,Dry,Pass
2025-04-27,Shift 2,MOLD961,Cooling Channel,61.3,0.88,0.263,0.089,Pass,None,Yes,Fail,Dry,Pass
2025-04-27,Shift 2,MOLD431,Core Puller,7.0,1.13,0.116,0.034,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-04-27,Shift 2,MOLD828,Support Pillar,4.0,0.34,0.474,0.082,Fail,Minor,No,Pass,Needs Reapply,Pass
2025-04-28,Shift 1,MOLD423,Slide Unit,50.5,0.73,0.026,0.135,Fail,None,No,Fail,Needs Reapply,Pass
2025-04-28,Shift 1,MOLD772,Core Puller,90.3,0.99,0.161,0.098,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-04-28,Shift 1,MOLD292,Guide Pin,57.4,0.85,0.431,0.084,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-04-28,Shift 2,MOLD327,Guide Pin,33.0,0.36,0.373,0.137,Pass,Severe,Yes,Fail,Dry,Pass
2025-04-28,Shift 2,MOLD390,Sprue Bushing,3.7,0.28,0.251,0.049,Fail,None,Yes,Fail,Dry,Pass
2025-04-28,Shift 2,MOLD674,Slide Unit,4.4,1.1,0.161,0.065,Fail,None,Yes,Fail,Dry,Fail
2025-04-29,Shift 1,MOLD665,Lifter,77.0,0.98,0.051,0.124,Pass,Minor,No,Fail,Dry,Pass
2025-04-29,Shift 1,MOLD374,Vent Groove,63.4,0.82,0.091,0.122,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-04-29,Shift 1,MOLD311,Guide Bushing,15.2,1.12,0.197,0.154,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-29,Shift 2,MOLD507,Vent Groove,37.7,0.65,0.023,0.176,Fail,Severe,Yes,Pass,Dry,Fail
2025-04-29,Shift 2,MOLD242,Vent Groove,53.6,0.93,0.254,0.115,Pass,Minor,No,Fail,Good,Pass
2025-04-29,Shift 2,MOLD687,Guide Pin,35.0,0.77,0.266,0.133,Pass,Severe,Yes,Pass,Good,Pass
2025-04-30,Shift 1,MOLD388,Guide Bushing,96.8,0.34,0.232,0.055,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-04-30,Shift 1,MOLD201,Cavity Plate,92.4,1.07,0.455,0.185,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-04-30,Shift 1,MOLD198,Core Plate,70.9,0.49,0.478,0.099,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-04-30,Shift 2,MOLD325,Support Pillar,47.6,0.26,0.375,0.195,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-04-30,Shift 2,MOLD823,Slide Unit,28.8,0.77,0.352,0.104,Fail,None,No,Pass,Dry,Pass
2025-04-30,Shift 2,MOLD268,Sprue Bushing,11.9,0.12,0.355,0.168,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-05-01,Shift 1,MOLD553,Cooling Channel,12.3,0.38,0.271,0.086,Pass,None,No,Fail,Dry,Pass
2025-05-01,Shift 1,MOLD816,Clamp Plate,12.0,0.65,0.199,0.089,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-05-01,Shift 1,MOLD801,Ejector Pins,73.7,0.48,0.021,0.17,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-05-01,Shift 2,MOLD800,Ejector Pins,51.4,1.15,0.225,0.023,Pass,Minor,Yes,Pass,Good,Fail
2025-05-01,Shift 2,MOLD958,Cooling Channel,38.6,0.71,0.387,0.056,Pass,None,No,Pass,Needs Reapply,Pass
2025-05-01,Shift 2,MOLD865,Gate Insert,29.8,1.08,0.252,0.199,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-05-02,Shift 1,MOLD312,Ejector Plate,6.1,1.18,0.193,0.028,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-05-02,Shift 1,MOLD560,Runner Channel,15.0,0.57,0.418,0.128,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-05-02,Shift 1,MOLD880,Lifter,53.9,0.94,0.114,0.14,Pass,Severe,Yes,Fail,Good,Pass
2025-05-02,Shift 2,MOLD806,Support Pillar,45.5,0.99,0.407,0.043,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-05-02,Shift 2,MOLD819,Clamp Plate,80.9,0.37,0.121,0.053,Fail,Severe,Yes,Fail,Dry,Fail
2025-05-02,Shift 2,MOLD268,Sprue Bushing,11.9,0.12,0.355,0.168,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-05-03,Shift 1,MOLD963,Cooling Channel,97.0,0.88,0.141,0.053,Fail,Severe,No,Pass,Dry,Fail
2025-05-03,Shift 1,MOLD388,Guide Bushing,96.8,0.34,0.232,0.055,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-05-03,Shift 1,MOLD873,Cooling Channel,10.6,0.57,0.437,0.053,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-05-03,Shift 2,MOLD556,Runner Channel,5.8,0.46,0.157,0.015,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-05-03,Shift 2,MOLD814,Core Puller,65.4,0.51,0.112,0.19,Fail,Severe,No,Fail,Good,Fail
2025-05-03,Shift 2,MOLD565,Ejector Pins,63.7,0.38,0.274,0.113,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-05-04,Shift 1,MOLD939,Lifter,48.3,0.95,0.445,0.105,Fail,Minor,Yes,Pass,Good,Pass
2025-05-04,Shift 1,MOLD272,Cavity Plate,84.3,1.1,0.297,0.051,Pass,None,Yes,Fail,Needs Reapply,Fail
2025-05-04,Shift 1,MOLD117,Support Pillar,73.5,0.98,0.257,0.109,Fail,Severe,No,Fail,Good,Pass
2025-05-04,Shift 2,MOLD203,Cooling Channel,14.3,0.53,0.118,0.105,Pass,None,No,Pass,Dry,Pass
2025-05-04,Shift 2,MOLD985,Ejector Pins,37.8,0.65,0.204,0.18,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-04,Shift 2,MOLD466,Core Puller,1.2,0.25,0.408,0.089,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-05-05,Shift 1,MOLD587,Ejector Pins,72.8,0.62,0.123,0.031,Pass,Moderate,Yes,Fail,Good,Pass
2025-05-05,Shift 1,MOLD203,Cooling Channel,14.3,0.53,0.118,0.105,Pass,None,No,Pass,Dry,Pass
2025-05-05,Shift 1,MOLD587,Core Plate,63.3,0.27,0.394,0.073,Fail,None,Yes,Pass,Dry,Pass
2025-05-05,Shift 2,MOLD915,Cooling Channel,67.0,0.8,0.22,0.058,Fail,Severe,No,Fail,Dry,Pass
2025-05-05,Shift 2,MOLD186,Ejector Pins,43.3,0.53,0.439,0.019,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-05-05,Shift 2,MOLD575,Slide Unit,55.1,1.0,0.23,0.146,Fail,None,No,Pass,Dry,Pass
2025-05-06,Shift 1,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-05-06,Shift 1,MOLD865,Ejector Plate,15.9,0.25,0.487,0.174,Fail,None,Yes,Pass,Dry,Fail
2025-05-06,Shift 1,MOLD847,Guide Pin,55.5,1.04,0.41,0.099,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-05-06,Shift 2,MOLD880,Core Plate,35.8,1.09,0.285,0.146,Fail,Minor,No,Pass,Good,Fail
2025-05-06,Shift 2,MOLD882,Vent Groove,98.7,0.91,0.017,0.166,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-05-06,Shift 2,MOLD937,Cooling Channel,56.2,1.03,0.469,0.108,Pass,Minor,No,Fail,Needs Reapply,Fail
2025-05-07,Shift 1,MOLD505,Slide Unit,21.2,1.03,0.332,0.015,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-05-07,Shift 1,MOLD978,Hot Runner Manifold,50.4,0.71,0.289,0.011,Pass,Moderate,No,Fail,Dry,Pass
