Date,Shift,Batch ID,Model,Dashboard Type,Display Resolution,Backlight Brightness (nits),Touch Screen Sensitivity (ms),Button Press Response (ms),Wiring Harness Check,CAN Bus Signal Integrity,Boot Time (sec),Software Version,Warning Light Cycle OK,Touch Calibration Status,Tested RPM Reading,Tested Speed Reading (km/h),Tested Fuel Level (%),Tester ID,Pass/Fail
2025-04-04,Shift 1,DASH2986,Camry,Digital,1024x600,424.9,34.58,29.67,Pass,Fail,7.24,v1.24.7,No,Not Calibrated,3637.0,144.0,38.1,EMP789,Pass
2025-04-04,Shift 1,DASH8875,Corolla,Analog,1024x600,311.6,32.1,39.86,Fail,Fail,3.19,v1.26.0,Yes,Calibrated,5765.0,158.0,25.2,EMP272,Pass
2025-04-04,Shift 2,DASH3356,Yaris,Analog,1280x720,387.4,44.26,29.12,Pass,Pass,5.73,v1.27.1,No,Calibrated,6844.0,26.0,59.4,EMP675,Pass
2025-04-04,Shift 2,DASH1588,Corolla,Analog,1024x600,469.8,41.21,36.7,Pass,Pass,7.51,v1.24.7,No,Calibrated,1580.0,218.0,32.2,EMP379,Pass
2025-04-04,Shift 2,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-04-05,Shift 1,DASH7403,Camry,Digital,1024x600,369.9,20.76,29.88,Pass,Fail,7.0,v1.27.1,Yes,Calibrated,1111.0,216.0,19.1,EMP502,Pass
2025-04-05,Shift 1,DASH6392,RAV4,Hybrid,800x480,426.1,48.8,37.34,Fail,Fail,6.09,v1.25.3,Yes,Not Calibrated,2608.0,218.0,38.8,EMP908,Pass
2025-04-05,Shift 1,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-04-05,Shift 2,DASH9323,RAV4,Analog,1280x720,496.5,41.37,20.11,Fail,Pass,5.1,v1.25.3,No,Not Calibrated,4509.0,98.0,52.2,EMP187,Pass
2025-04-05,Shift 2,DASH7255,Highlander,Hybrid,1024x600,317.8,38.01,24.69,Pass,Fail,3.24,v1.24.7,No,Not Calibrated,1134.0,75.0,68.4,EMP112,Pass
2025-04-05,Shift 2,DASH9739,RAV4,Digital,1280x720,263.5,45.72,18.26,Pass,Fail,8.84,v1.27.1,No,Not Calibrated,3299.0,71.0,77.4,EMP661,Pass
2025-04-06,Shift 1,DASH6856,Highlander,Hybrid,1280x720,370.4,35.33,24.87,Pass,Pass,3.46,v1.24.7,No,Calibrated,6715.0,86.0,68.5,EMP390,Pass
2025-04-06,Shift 1,DASH7657,Highlander,Hybrid,1280x720,230.6,32.62,36.8,Pass,Pass,2.67,v1.25.3,No,Not Calibrated,2116.0,148.0,80.2,EMP202,Fail
2025-04-06,Shift 1,DASH8986,Tacoma,Digital,1024x600,383.3,16.25,39.54,Pass,Pass,9.84,v1.25.3,No,Calibrated,1072.0,70.0,64.3,EMP782,Pass
2025-04-06,Shift 2,DASH8749,Yaris,Analog,800x480,457.8,18.73,39.47,Fail,Fail,3.86,v1.26.0,Yes,Calibrated,2289.0,39.0,55.1,EMP944,Pass
2025-04-06,Shift 2,DASH7173,Tacoma,Hybrid,1280x720,379.7,13.71,23.44,Pass,Fail,5.47,v1.25.3,Yes,Calibrated,868.0,49.0,1.6,EMP679,Fail
2025-04-06,Shift 2,DASH2327,Camry,Digital,1280x720,461.7,41.91,29.69,Pass,Fail,4.79,v1.25.3,No,Calibrated,1311.0,158.0,5.5,EMP709,Pass
2025-04-07,Shift 1,DASH2162,Yaris,Digital,1024x600,404.5,41.76,20.57,Fail,Pass,6.71,v1.26.0,Yes,Calibrated,6543.0,17.0,61.7,EMP306,Fail
2025-04-07,Shift 1,DASH6575,RAV4,Analog,1280x720,357.9,43.65,18.56,Fail,Pass,3.11,v1.25.3,No,Not Calibrated,2225.0,193.0,68.6,EMP313,Pass
2025-04-07,Shift 1,DASH9653,Camry,Hybrid,1280x720,412.9,28.85,11.47,Pass,Fail,3.36,v1.26.0,Yes,Not Calibrated,3574.0,131.0,28.2,EMP750,Pass
2025-04-07,Shift 2,DASH8772,Camry,Hybrid,1024x600,316.1,29.34,19.44,Fail,Pass,6.0,v1.25.3,No,Not Calibrated,6405.0,166.0,12.7,EMP607,Pass
2025-04-07,Shift 2,DASH9468,Highlander,Analog,1280x720,277.2,11.47,15.88,Pass,Pass,3.49,v1.25.3,No,Not Calibrated,2396.0,46.0,36.2,EMP351,Pass
2025-04-07,Shift 2,DASH8020,RAV4,Hybrid,1024x600,232.8,40.67,13.01,Pass,Fail,4.54,v1.25.3,Yes,Not Calibrated,4642.0,63.0,15.9,EMP398,Pass
2025-04-08,Shift 1,DASH3550,Yaris,Hybrid,1024x600,327.9,12.56,32.33,Pass,Fail,5.35,v1.24.7,No,Calibrated,2547.0,175.0,39.1,EMP115,Pass
2025-04-08,Shift 1,DASH6811,Highlander,Hybrid,1024x600,482.7,38.12,24.47,Fail,Pass,2.57,v1.26.0,No,Calibrated,6917.0,111.0,89.4,EMP974,Pass
2025-04-08,Shift 1,DASH3356,Yaris,Analog,1280x720,387.4,44.26,29.12,Pass,Pass,5.73,v1.27.1,No,Calibrated,6844.0,26.0,59.4,EMP675,Pass
2025-04-08,Shift 2,DASH8786,Tacoma,Hybrid,1024x600,369.7,47.75,14.63,Pass,Fail,7.75,v1.27.1,No,Not Calibrated,6958.0,83.0,45.0,EMP107,Pass
2025-04-08,Shift 2,DASH3349,Camry,Hybrid,1280x720,485.2,12.7,16.55,Fail,Fail,8.33,v1.27.1,No,Calibrated,6438.0,212.0,62.3,EMP277,Pass
2025-04-08,Shift 2,DASH8786,Tacoma,Hybrid,1024x600,369.7,47.75,14.63,Pass,Fail,7.75,v1.27.1,No,Not Calibrated,6958.0,83.0,45.0,EMP107,Pass
2025-04-09,Shift 1,DASH1771,Tacoma,Digital,1280x720,483.3,36.53,13.43,Pass,Fail,9.92,v1.24.7,Yes,Not Calibrated,2654.0,183.0,49.6,EMP696,Pass
2025-04-09,Shift 1,DASH2628,Corolla,Hybrid,1280x720,375.9,11.42,14.88,Pass,Pass,9.91,v1.27.1,No,Not Calibrated,5582.0,138.0,75.3,EMP913,Pass
2025-04-09,Shift 1,DASH3755,Highlander,Hybrid,1024x600,301.4,30.96,27.19,Fail,Pass,2.72,v1.26.0,Yes,Calibrated,3480.0,149.0,9.7,EMP490,Pass
2025-04-09,Shift 2,DASH1992,Corolla,Analog,1280x720,420.0,10.36,17.68,Fail,Fail,3.55,v1.27.1,No,Calibrated,3339.0,198.0,13.6,EMP136,Pass
2025-04-09,Shift 2,DASH4223,Highlander,Hybrid,800x480,340.5,14.59,24.45,Pass,Pass,7.33,v1.26.0,No,Not Calibrated,1152.0,12.0,1.9,EMP120,Pass
2025-04-09,Shift 2,DASH1452,RAV4,Analog,1280x720,301.7,22.83,32.05,Fail,Pass,6.06,v1.24.7,No,Calibrated,5344.0,122.0,71.3,EMP395,Pass
2025-04-10,Shift 1,DASH3565,Highlander,Hybrid,1280x720,482.7,24.87,15.36,Pass,Fail,9.95,v1.25.3,Yes,Not Calibrated,5541.0,108.0,1.2,EMP244,Pass
2025-04-10,Shift 1,DASH8901,Camry,Digital,800x480,487.2,43.88,27.74,Fail,Pass,8.41,v1.24.7,Yes,Not Calibrated,2950.0,91.0,88.2,EMP449,Pass
2025-04-10,Shift 1,DASH1731,Camry,Digital,1024x600,297.4,44.28,36.77,Pass,Fail,5.3,v1.25.3,Yes,Not Calibrated,4170.0,127.0,60.6,EMP290,Pass
2025-04-10,Shift 2,DASH8894,Yaris,Digital,1024x600,282.8,15.05,38.19,Pass,Fail,7.06,v1.26.0,No,Calibrated,1628.0,175.0,58.4,EMP342,Pass
2025-04-10,Shift 2,DASH3755,Highlander,Hybrid,1024x600,301.4,30.96,27.19,Fail,Pass,2.72,v1.26.0,Yes,Calibrated,3480.0,149.0,9.7,EMP490,Pass
2025-04-10,Shift 2,DASH1393,Highlander,Analog,1024x600,253.9,45.62,16.71,Pass,Pass,7.99,v1.24.7,Yes,Not Calibrated,4497.0,42.0,81.0,EMP673,Pass
2025-04-11,Shift 1,DASH7313,Camry,Hybrid,1024x600,455.4,32.74,20.9,Fail,Pass,8.21,v1.27.1,Yes,Calibrated,5650.0,151.0,7.4,EMP533,Pass
2025-04-11,Shift 1,DASH3515,Corolla,Digital,800x480,238.8,28.95,30.84,Fail,Fail,3.6,v1.26.0,Yes,Calibrated,708.0,102.0,95.1,EMP950,Pass
2025-04-11,Shift 1,DASH9080,RAV4,Hybrid,800x480,292.6,18.14,26.61,Fail,Fail,5.5,v1.27.1,Yes,Not Calibrated,1869.0,230.0,74.1,EMP860,Pass
2025-04-11,Shift 2,DASH6575,RAV4,Analog,1280x720,357.9,43.65,18.56,Fail,Pass,3.11,v1.25.3,No,Not Calibrated,2225.0,193.0,68.6,EMP313,Pass
2025-04-11,Shift 2,DASH4570,RAV4,Hybrid,1024x600,465.9,34.42,31.51,Pass,Fail,6.57,v1.24.7,No,Not Calibrated,1456.0,152.0,97.6,EMP197,Pass
2025-04-11,Shift 2,DASH3225,Tacoma,Digital,1024x600,438.4,13.18,20.06,Fail,Fail,3.97,v1.26.0,Yes,Not Calibrated,6081.0,125.0,49.8,EMP342,Pass
2025-04-12,Shift 1,DASH4570,RAV4,Hybrid,1024x600,465.9,34.42,31.51,Pass,Fail,6.57,v1.24.7,No,Not Calibrated,1456.0,152.0,97.6,EMP197,Pass
2025-04-12,Shift 1,DASH7255,Highlander,Hybrid,1024x600,317.8,38.01,24.69,Pass,Fail,3.24,v1.24.7,No,Not Calibrated,1134.0,75.0,68.4,EMP112,Pass
2025-04-12,Shift 1,DASH2986,Camry,Digital,1024x600,424.9,34.58,29.67,Pass,Fail,7.24,v1.24.7,No,Not Calibrated,3637.0,144.0,38.1,EMP789,Pass
2025-04-12,Shift 2,DASH5130,RAV4,Hybrid,800x480,453.0,37.08,26.81,Fail,Fail,4.98,v1.26.0,No,Not Calibrated,981.0,97.0,76.7,EMP448,Pass
2025-04-12,Shift 2,DASH2126,RAV4,Hybrid,1280x720,344.2,13.89,22.19,Fail,Pass,7.45,v1.27.1,Yes,Calibrated,4490.0,216.0,68.4,EMP116,Pass
2025-04-12,Shift 2,DASH9690,Tacoma,Analog,800x480,352.8,23.0,20.44,Pass,Pass,6.93,v1.24.7,No,Calibrated,5680.0,208.0,97.1,EMP393,Pass
2025-04-13,Shift 1,DASH9080,Highlander,Digital,800x480,494.4,28.86,39.4,Fail,Pass,2.87,v1.25.3,No,Not Calibrated,1645.0,207.0,9.4,EMP851,Pass
2025-04-13,Shift 1,DASH4063,Camry,Digital,1280x720,260.2,36.5,31.77,Fail,Pass,9.19,v1.25.3,No,Not Calibrated,5037.0,47.0,87.3,EMP634,Pass
2025-04-13,Shift 1,DASH4098,Camry,Analog,1280x720,491.5,39.54,26.34,Fail,Fail,9.95,v1.27.1,No,Calibrated,3971.0,184.0,3.4,EMP558,Pass
2025-04-13,Shift 2,DASH8730,Corolla,Digital,800x480,203.5,27.58,28.25,Pass,Pass,2.93,v1.25.3,No,Calibrated,5701.0,56.0,13.5,EMP256,Pass
2025-04-13,Shift 2,DASH5094,Highlander,Hybrid,800x480,338.2,27.22,39.04,Pass,Pass,6.96,v1.25.3,Yes,Calibrated,3656.0,5.0,64.7,EMP909,Pass
2025-04-13,Shift 2,DASH7120,Corolla,Digital,1280x720,457.3,34.72,28.75,Pass,Fail,7.73,v1.25.3,No,Not Calibrated,6597.0,149.0,63.5,EMP664,Pass
2025-04-14,Shift 1,DASH7843,Highlander,Hybrid,1024x600,318.8,32.07,33.27,Fail,Fail,6.59,v1.24.7,Yes,Not Calibrated,5790.0,210.0,39.3,EMP667,Pass
2025-04-14,Shift 1,DASH4786,Camry,Hybrid,800x480,447.9,14.73,25.53,Fail,Pass,9.64,v1.25.3,Yes,Calibrated,1117.0,227.0,26.3,EMP725,Pass
2025-04-14,Shift 1,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-04-14,Shift 2,DASH2182,Tacoma,Analog,800x480,405.1,20.56,39.93,Pass,Pass,7.18,v1.24.7,No,Not Calibrated,807.0,151.0,17.3,EMP462,Pass
2025-04-14,Shift 2,DASH3212,RAV4,Hybrid,1280x720,302.8,10.81,34.56,Pass,Fail,4.26,v1.27.1,No,Not Calibrated,703.0,207.0,95.8,EMP872,Pass
2025-04-14,Shift 2,DASH1393,Highlander,Analog,1024x600,253.9,45.62,16.71,Pass,Pass,7.99,v1.24.7,Yes,Not Calibrated,4497.0,42.0,81.0,EMP673,Pass
2025-04-15,Shift 1,DASH7518,RAV4,Analog,800x480,335.0,31.2,25.93,Fail,Fail,7.96,v1.24.7,Yes,Calibrated,6678.0,93.0,26.5,EMP181,Pass
2025-04-15,Shift 1,DASH4000,RAV4,Analog,1024x600,403.2,13.1,18.15,Fail,Fail,8.72,v1.25.3,No,Calibrated,5025.0,30.0,72.2,EMP936,Pass
2025-04-15,Shift 1,DASH5094,Highlander,Hybrid,800x480,338.2,27.22,39.04,Pass,Pass,6.96,v1.25.3,Yes,Calibrated,3656.0,5.0,64.7,EMP909,Pass
2025-04-15,Shift 2,DASH3028,Tacoma,Analog,1024x600,387.0,36.85,24.03,Pass,Pass,4.67,v1.26.0,Yes,Calibrated,5518.0,45.0,41.7,EMP510,Pass
2025-04-15,Shift 2,DASH3763,RAV4,Analog,1280x720,211.1,24.3,24.91,Fail,Pass,6.28,v1.27.1,No,Calibrated,1958.0,129.0,39.8,EMP132,Pass
2025-04-15,Shift 2,DASH2040,Yaris,Analog,1280x720,468.4,25.09,11.76,Fail,Pass,3.03,v1.27.1,No,Calibrated,1017.0,103.0,5.1,EMP637,Pass
2025-04-16,Shift 1,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-04-16,Shift 1,DASH1784,Highlander,Hybrid,1280x720,477.4,16.09,24.49,Pass,Pass,5.22,v1.25.3,Yes,Not Calibrated,5408.0,224.0,50.1,EMP505,Pass
2025-04-16,Shift 1,DASH1726,Yaris,Hybrid,800x480,382.3,17.91,32.36,Fail,Fail,3.95,v1.27.1,Yes,Not Calibrated,6730.0,135.0,25.0,EMP503,Pass
2025-04-16,Shift 2,DASH6444,Camry,Digital,1024x600,326.4,21.22,32.61,Pass,Pass,4.63,v1.27.1,No,Not Calibrated,2610.0,223.0,97.2,EMP973,Pass
2025-04-16,Shift 2,DASH6392,RAV4,Hybrid,800x480,426.1,48.8,37.34,Fail,Fail,6.09,v1.25.3,Yes,Not Calibrated,2608.0,218.0,38.8,EMP908,Pass
2025-04-16,Shift 2,DASH4361,RAV4,Analog,800x480,308.4,34.31,27.48,Pass,Fail,7.97,v1.25.3,Yes,Calibrated,1759.0,141.0,35.9,EMP900,Pass
2025-04-17,Shift 1,DASH1178,Tacoma,Hybrid,1280x720,298.2,25.69,33.71,Fail,Fail,7.94,v1.24.7,No,Calibrated,1412.0,217.0,11.3,EMP916,Pass
2025-04-17,Shift 1,DASH2792,Highlander,Analog,1024x600,480.6,17.29,27.25,Pass,Pass,8.2,v1.25.3,Yes,Calibrated,2317.0,148.0,41.8,EMP733,Pass
2025-04-17,Shift 1,DASH1836,RAV4,Hybrid,800x480,355.8,11.33,35.85,Fail,Pass,2.34,v1.24.7,No,Calibrated,4414.0,122.0,66.7,EMP706,Pass
2025-04-17,Shift 2,DASH7733,Yaris,Analog,1024x600,221.6,38.93,13.11,Fail,Pass,6.31,v1.25.3,No,Not Calibrated,4311.0,202.0,10.2,EMP485,Pass
2025-04-17,Shift 2,DASH5094,Highlander,Hybrid,800x480,338.2,27.22,39.04,Pass,Pass,6.96,v1.25.3,Yes,Calibrated,3656.0,5.0,64.7,EMP909,Pass
2025-04-17,Shift 2,DASH7841,Corolla,Digital,1280x720,485.6,26.21,11.93,Pass,Fail,2.29,v1.27.1,No,Not Calibrated,2870.0,19.0,72.0,EMP194,Pass
2025-04-18,Shift 1,DASH1418,Tacoma,Digital,1280x720,351.3,33.02,29.82,Pass,Pass,4.88,v1.24.7,No,Not Calibrated,2597.0,216.0,77.7,EMP448,Pass
2025-04-18,Shift 1,DASH7733,Yaris,Analog,1024x600,221.6,38.93,13.11,Fail,Pass,6.31,v1.25.3,No,Not Calibrated,4311.0,202.0,10.2,EMP485,Pass
2025-04-18,Shift 1,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-04-18,Shift 2,DASH2628,Corolla,Hybrid,1280x720,375.9,11.42,14.88,Pass,Pass,9.91,v1.27.1,No,Not Calibrated,5582.0,138.0,75.3,EMP913,Pass
2025-04-18,Shift 2,DASH8560,Corolla,Hybrid,800x480,365.8,44.26,30.95,Pass,Fail,4.88,v1.27.1,No,Not Calibrated,4961.0,12.0,93.3,EMP894,Pass
2025-04-18,Shift 2,DASH2628,Corolla,Hybrid,1280x720,375.9,11.42,14.88,Pass,Pass,9.91,v1.27.1,No,Not Calibrated,5582.0,138.0,75.3,EMP913,Pass
2025-04-19,Shift 1,DASH2327,Camry,Digital,1280x720,461.7,41.91,29.69,Pass,Fail,4.79,v1.25.3,No,Calibrated,1311.0,158.0,5.5,EMP709,Pass
2025-04-19,Shift 1,DASH8671,Tacoma,Digital,800x480,452.8,14.83,39.58,Fail,Pass,8.54,v1.27.1,Yes,Calibrated,5885.0,72.0,52.2,EMP767,Pass
2025-04-19,Shift 1,DASH7255,Highlander,Hybrid,1024x600,317.8,38.01,24.69,Pass,Fail,3.24,v1.24.7,No,Not Calibrated,1134.0,75.0,68.4,EMP112,Pass
2025-04-19,Shift 2,DASH8788,Tacoma,Hybrid,1280x720,256.9,33.76,38.84,Pass,Pass,3.11,v1.26.0,No,Calibrated,4030.0,167.0,93.0,EMP274,Pass
2025-04-19,Shift 2,DASH8788,Tacoma,Hybrid,1280x720,256.9,33.76,38.84,Pass,Pass,3.11,v1.26.0,No,Calibrated,4030.0,167.0,93.0,EMP274,Pass
2025-04-19,Shift 2,DASH8891,Camry,Analog,800x480,277.8,41.36,20.35,Pass,Pass,5.84,v1.24.7,No,Not Calibrated,818.0,141.0,67.8,EMP130,Pass
2025-04-20,Shift 1,DASH7403,Camry,Digital,1024x600,369.9,20.76,29.88,Pass,Fail,7.0,v1.27.1,Yes,Calibrated,1111.0,216.0,19.1,EMP502,Pass
2025-04-20,Shift 1,DASH3515,Corolla,Digital,800x480,238.8,28.95,30.84,Fail,Fail,3.6,v1.26.0,Yes,Calibrated,708.0,102.0,95.1,EMP950,Pass
2025-04-20,Shift 1,DASH4666,Corolla,Hybrid,800x480,302.1,17.52,33.16,Pass,Pass,6.73,v1.25.3,No,Not Calibrated,1103.0,3.0,96.2,EMP912,Pass
2025-04-20,Shift 2,DASH3049,Tacoma,Digital,800x480,203.4,10.17,36.03,Fail,Pass,9.64,v1.27.1,No,Not Calibrated,2977.0,83.0,11.5,EMP612,Pass
2025-04-20,Shift 2,DASH9392,RAV4,Digital,800x480,344.2,37.95,16.5,Pass,Pass,7.15,v1.25.3,No,Not Calibrated,1135.0,105.0,34.9,EMP957,Pass
2025-04-20,Shift 2,DASH2986,Camry,Digital,1024x600,424.9,34.58,29.67,Pass,Fail,7.24,v1.24.7,No,Not Calibrated,3637.0,144.0,38.1,EMP789,Pass
2025-04-21,Shift 1,DASH7843,Highlander,Hybrid,1024x600,318.8,32.07,33.27,Fail,Fail,6.59,v1.24.7,Yes,Not Calibrated,5790.0,210.0,39.3,EMP667,Pass
2025-04-21,Shift 1,DASH1226,Yaris,Analog,800x480,212.5,36.53,28.76,Fail,Fail,7.54,v1.25.3,No,Calibrated,5632.0,114.0,40.9,EMP850,Pass
2025-04-21,Shift 1,DASH2986,Camry,Digital,1024x600,424.9,34.58,29.67,Pass,Fail,7.24,v1.24.7,No,Not Calibrated,3637.0,144.0,38.1,EMP789,Pass
2025-04-21,Shift 2,DASH1593,Tacoma,Analog,1280x720,226.4,49.56,28.59,Pass,Pass,8.18,v1.25.3,No,Calibrated,5312.0,50.0,90.5,EMP362,Pass
2025-04-21,Shift 2,DASH7733,Yaris,Analog,1024x600,221.6,38.93,13.11,Fail,Pass,6.31,v1.25.3,No,Not Calibrated,4311.0,202.0,10.2,EMP485,Pass
2025-04-21,Shift 2,DASH6811,Highlander,Hybrid,1024x600,482.7,38.12,24.47,Fail,Pass,2.57,v1.26.0,No,Calibrated,6917.0,111.0,89.4,EMP974,Pass
2025-04-22,Shift 1,DASH6297,Corolla,Hybrid,1024x600,290.1,13.14,20.1,Pass,Fail,7.51,v1.25.3,No,Calibrated,6193.0,91.0,38.6,EMP499,Pass
2025-04-22,Shift 1,DASH4138,Corolla,Digital,1280x720,474.2,35.75,27.81,Pass,Fail,7.02,v1.25.3,Yes,Calibrated,1094.0,186.0,30.4,EMP525,Pass
2025-04-22,Shift 1,DASH1393,Highlander,Analog,1024x600,253.9,45.62,16.71,Pass,Pass,7.99,v1.24.7,Yes,Not Calibrated,4497.0,42.0,81.0,EMP673,Pass
2025-04-22,Shift 2,DASH7657,Highlander,Hybrid,1280x720,230.6,32.62,36.8,Pass,Pass,2.67,v1.25.3,No,Not Calibrated,2116.0,148.0,80.2,EMP202,Fail
2025-04-22,Shift 2,DASH7516,Corolla,Hybrid,1024x600,391.4,17.84,29.14,Fail,Fail,4.07,v1.27.1,Yes,Calibrated,4389.0,185.0,17.0,EMP782,Pass
2025-04-22,Shift 2,DASH8392,Camry,Hybrid,800x480,309.1,42.88,38.95,Pass,Pass,3.23,v1.27.1,Yes,Not Calibrated,3666.0,83.0,73.8,EMP189,Pass
2025-04-23,Shift 1,DASH5094,Highlander,Hybrid,800x480,338.2,27.22,39.04,Pass,Pass,6.96,v1.25.3,Yes,Calibrated,3656.0,5.0,64.7,EMP909,Pass
2025-04-23,Shift 1,DASH4678,Tacoma,Analog,1280x720,268.9,44.42,17.39,Fail,Fail,4.48,v1.25.3,Yes,Calibrated,2283.0,9.0,99.5,EMP253,Pass
2025-04-23,Shift 1,DASH1959,Corolla,Hybrid,1024x600,204.5,40.86,39.35,Fail,Fail,6.33,v1.24.7,Yes,Not Calibrated,6241.0,64.0,97.4,EMP785,Pass
2025-04-23,Shift 2,DASH4223,Highlander,Hybrid,800x480,340.5,14.59,24.45,Pass,Pass,7.33,v1.26.0,No,Not Calibrated,1152.0,12.0,1.9,EMP120,Pass
2025-04-23,Shift 2,DASH1382,Camry,Digital,1024x600,307.0,19.0,38.39,Fail,Pass,8.95,v1.27.1,No,Not Calibrated,5629.0,229.0,41.2,EMP475,Pass
2025-04-23,Shift 2,DASH3972,Camry,Digital,1024x600,494.3,36.22,18.34,Pass,Fail,2.82,v1.26.0,Yes,Calibrated,3962.0,30.0,80.1,EMP109,Pass
2025-04-24,Shift 1,DASH3028,Tacoma,Analog,1024x600,387.0,36.85,24.03,Pass,Pass,4.67,v1.26.0,Yes,Calibrated,5518.0,45.0,41.7,EMP510,Pass
2025-04-24,Shift 1,DASH1593,Tacoma,Analog,1280x720,226.4,49.56,28.59,Pass,Pass,8.18,v1.25.3,No,Calibrated,5312.0,50.0,90.5,EMP362,Pass
2025-04-24,Shift 1,DASH2855,Yaris,Hybrid,1024x600,304.9,14.55,26.9,Fail,Pass,5.51,v1.24.7,Yes,Calibrated,3154.0,180.0,1.1,EMP451,Pass
2025-04-24,Shift 2,DASH3763,RAV4,Analog,1280x720,211.1,24.3,24.91,Fail,Pass,6.28,v1.27.1,No,Calibrated,1958.0,129.0,39.8,EMP132,Pass
2025-04-24,Shift 2,DASH6392,RAV4,Hybrid,800x480,426.1,48.8,37.34,Fail,Fail,6.09,v1.25.3,Yes,Not Calibrated,2608.0,218.0,38.8,EMP908,Pass
2025-04-24,Shift 2,DASH1172,Camry,Analog,1024x600,370.8,39.94,21.5,Pass,Pass,4.64,v1.24.7,Yes,Not Calibrated,3041.0,123.0,11.4,EMP421,Pass
2025-04-25,Shift 1,DASH9392,RAV4,Digital,800x480,344.2,37.95,16.5,Pass,Pass,7.15,v1.25.3,No,Not Calibrated,1135.0,105.0,34.9,EMP957,Pass
2025-04-25,Shift 1,DASH7316,Camry,Digital,1024x600,339.8,39.03,25.07,Pass,Pass,9.14,v1.26.0,No,Calibrated,5342.0,204.0,70.6,EMP340,Pass
2025-04-25,Shift 1,DASH8730,Corolla,Digital,800x480,203.5,27.58,28.25,Pass,Pass,2.93,v1.25.3,No,Calibrated,5701.0,56.0,13.5,EMP256,Pass
2025-04-25,Shift 2,DASH2040,Yaris,Analog,1280x720,468.4,25.09,11.76,Fail,Pass,3.03,v1.27.1,No,Calibrated,1017.0,103.0,5.1,EMP637,Pass
2025-04-25,Shift 2,DASH7382,Yaris,Hybrid,1280x720,367.6,25.65,35.46,Fail,Pass,9.9,v1.25.3,No,Not Calibrated,3682.0,175.0,50.1,EMP584,Pass
2025-04-25,Shift 2,DASH4595,Yaris,Analog,1280x720,409.1,14.25,24.31,Pass,Pass,8.02,v1.27.1,Yes,Not Calibrated,4015.0,90.0,79.6,EMP787,Pass
2025-04-26,Shift 1,DASH6811,Highlander,Hybrid,1024x600,482.7,38.12,24.47,Fail,Pass,2.57,v1.26.0,No,Calibrated,6917.0,111.0,89.4,EMP974,Pass
2025-04-26,Shift 1,DASH6320,RAV4,Analog,1280x720,212.7,17.73,33.41,Pass,Fail,7.96,v1.25.3,Yes,Not Calibrated,6873.0,177.0,70.8,EMP491,Pass
2025-04-26,Shift 1,DASH4786,Camry,Hybrid,800x480,447.9,14.73,25.53,Fail,Pass,9.64,v1.25.3,Yes,Calibrated,1117.0,227.0,26.3,EMP725,Pass
2025-04-26,Shift 2,DASH9323,RAV4,Analog,1280x720,496.5,41.37,20.11,Fail,Pass,5.1,v1.25.3,No,Not Calibrated,4509.0,98.0,52.2,EMP187,Pass
2025-04-26,Shift 2,DASH2126,RAV4,Hybrid,1280x720,344.2,13.89,22.19,Fail,Pass,7.45,v1.27.1,Yes,Calibrated,4490.0,216.0,68.4,EMP116,Pass
2025-04-26,Shift 2,DASH3212,RAV4,Hybrid,1280x720,302.8,10.81,34.56,Pass,Fail,4.26,v1.27.1,No,Not Calibrated,703.0,207.0,95.8,EMP872,Pass
2025-04-27,Shift 1,DASH9075,Corolla,Digital,800x480,431.5,43.71,19.79,Pass,Fail,7.71,v1.26.0,No,Calibrated,5661.0,227.0,90.5,EMP456,Pass
2025-04-27,Shift 1,DASH2855,Yaris,Hybrid,1024x600,304.9,14.55,26.9,Fail,Pass,5.51,v1.24.7,Yes,Calibrated,3154.0,180.0,1.1,EMP451,Pass
2025-04-27,Shift 1,DASH7191,Tacoma,Digital,1024x600,220.0,41.89,21.56,Pass,Fail,6.71,v1.27.1,No,Calibrated,1290.0,15.0,23.8,EMP435,Pass
2025-04-27,Shift 2,DASH8696,Yaris,Digital,1280x720,431.1,48.37,26.14,Pass,Fail,7.18,v1.26.0,Yes,Not Calibrated,6390.0,78.0,33.2,EMP188,Pass
2025-04-27,Shift 2,DASH4595,Yaris,Analog,1280x720,409.1,14.25,24.31,Pass,Pass,8.02,v1.27.1,Yes,Not Calibrated,4015.0,90.0,79.6,EMP787,Pass
2025-04-27,Shift 2,DASH2792,Highlander,Analog,1024x600,480.6,17.29,27.25,Pass,Pass,8.2,v1.25.3,Yes,Calibrated,2317.0,148.0,41.8,EMP733,Pass
